rosbagTimestamp,desiredRelPose,desiredAbsPose,currentRelPose,currentAbsPose,joint_state_left,joint_state_right,del_q,norm_error_abs,norm_error_rel,timeStamp,timeStampNew,controlMode
1532096682049820000,"0.9842546455042822, -0.1767563090903397, -0.0, -0.0, 0.0, 0.0, -8.74460490964727e-05, -1.5703904424963065e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.3798721069335938, 0.0, 0.10990360693359374","0.9973984563668552, -0.07170262653826433, 0.002391358369438474, -0.006746937813843022, -3.996268770074807e-05, -0.0005349759921868258, -6.263911115580653e-05, -0.0002444563531645433","0.9997026163926513, 0.015292023939359448, 0.018770651492341927, -0.0025579239060352153, -0.005386654232700785, 0.3714772236761742, -0.0017257855468067584, 0.10289287639861196","-1.0699515995500761, -0.7351602925940846, 0.39998549044112164, 1.2693691019751798, -0.38234471138043935, 1.1385972398079482, 0.21130585353121575","0.9177040063524488, -0.8087913704125844, -0.26039323874354897, 1.4032089257181821, 0.3601019899561009, 1.1324613166564066, -0.17065536265225228","-0.036385418778780446, 0.01666814862493148, 0.021967097903451475, -0.02316578895770502, 0.034128361697725346, 0.01340328383390129, -0.029883143429765512, 0.00884462311512936, 0.005229196788175753, -0.008154566655445285, -0.02672324234673777, -0.010961529657693852, 0.018254463058174835, -0.0029539824746361645",0.0530175309,0.2123677367,1532096682.05,19.5799999237,0
1532096682863370000,"0.9827904605696285, -0.18472387667363846, -0.0, -0.0, 0.0, 0.0, -9.129676032902011e-05, -1.716000731829022e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.3808010614156723, 0.0, 0.1108325614156723","0.9970160158145006, -0.07684040201998515, 0.002151474400593808, -0.006795590159169763, -3.0160089650455024e-05, -0.0004136155688568288, 6.743638878755937e-05, 0.0002733216384955134","0.9997075157228765, 0.01634215622588585, 0.017622073058869082, -0.0023086731231585465, -0.005818788165919638, 0.37261246281364924, -0.0019233757696786266, 0.10322420546290717","-1.0676506283682479, -0.7336263118061991, 0.39883500485020756, 1.2616991980357528, -0.3846456825622675, 1.1420486965806906, 0.2109223583342444","0.9115680832009071, -0.8038059328519568, -0.25655828677383546, 1.3959225169757266, 0.3658544179106712, 1.1339952974442922, -0.17602429540985123","-0.035106337818175834, 0.016554253640360284, 0.022604960215310756, -0.024911179582644813, 0.03389183928774825, 0.015548612805394352, -0.028914970013832794, 0.01033408421818371, 0.003653524946078416, -0.007984382139757192, -0.02435525121588079, -0.011753439720217423, 0.017935133175027006, -0.0018335727859054747",0.0524199775,0.2182468799,1532096682.86,20.3899998665,0
1532096683670910000,"0.9812552414678849, -0.19271261269518122, -0.0, -0.0, 0.0, 0.0, -9.514536921835394e-05, -1.868597681117891e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.3817706905722618, 0.0, 0.1118021905722618","0.9965189228215285, -0.0831734201635475, 0.0015595291231910527, -0.005096821698586204, -3.463406141859804e-05, -0.00043073352929179354, 0.0006401358516908489, 0.0004533008750857853","0.9996498878407873, 0.018094040134133144, 0.019078320598081858, -0.002602926521294078, -0.0064357266462645646, 0.3725789825894234, -0.0019271295856486972, 0.10419781185078437","-1.0657331523833913, -0.7332428166092277, 0.3976845192592935, 1.2593982268539248, -0.3861796633501529, 1.1462671437473755, 0.21053886313727305","0.9038981792614801, -0.7999709808822433, -0.25233983960715056, 1.3940050409908697, 0.37314082665312687, 1.1374467542170343, -0.18139322816745018","-0.009218308598555346, -0.012740278635562485, 0.008143570582517285, -0.010786590061513342, 0.013644787527771067, 0.015119885016694232, -0.005611852650184889, 0.02864657738611058, -0.01121311288406963, -0.017947815619718054, -0.0045330419061858085, -0.02983823137823783, 0.004912709881309382, 0.02415555480481953",0.0575167767,0.221608184,1532096683.67,21.2000000477,0
1532096684479450000,"0.9796669195053997, -0.20063082222530151, -0.0, -0.0, 0.0, 0.0, -9.894723732980517e-05, -2.0263892948864074e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.3827806995391846, 0.0, 0.11281219953918456","0.9958673968112062, -0.09064780756416049, 0.003404953383793796, -0.003962497163260617, -7.659153040233402e-05, -0.0008113044018971949, 0.0007942275360554702, -6.999365027529625e-06","0.9996929205381325, 0.01670966321631315, 0.01820855030918627, -0.0011629611918720286, -0.00607602093690761, 0.37341888833748704, -0.0023876687222120726, 0.10496718365628793","-1.058830238837907, -0.7332428166092277, 0.39308257689563725, 1.259781722050896, -0.39384956728958, 1.1462671437473755, 0.21360682471304387","0.9000632272917665, -0.7988204952913293, -0.24888838283440837, 1.386718632248414, 0.375441797834955, 1.140514715792805, -0.1836941993492783","-0.03520172440521272, 0.021363343514595266, 0.023570342650951936, -0.030391532652985113, 0.034384011593379275, 0.018353240319064733, -0.027849488808823458, 0.011735824868085075, 0.007868466127376142, -0.008933473298545842, -0.030392563749076097, -0.012039794148664622, 0.02038268021091788, -0.002001651086905122",0.0545009974,0.2227473517,1532096684.48,22.0099999905,0
1532096685289770000,"0.9780127091037072, -0.20854529683411113, -0.0, -0.0, 0.0, 0.0, -0.00010273403255245727, -2.1906360841928067e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.3838311361193657, 0.0, 0.11386263611936569","0.9953214126633145, -0.09651151419494358, 0.000613184034639132, -0.004077806650961375, 5.300467724111968e-05, 0.000530863271957116, 0.0003337495578713918, 0.000423492840800635","0.9996824467744502, 0.018735632874205977, 0.016698753758663157, -0.0017839344765476738, -0.006793924919779957, 0.37431236378879695, -0.0019087999202775144, 0.10613448187840929","-1.0572962580500214, -0.7336263118061991, 0.3926990816986659, 1.2494273517326695, -0.39461655768352266, 1.1508690861110316, 0.2132233295160725","0.896228275322053, -0.7999709808822433, -0.24658741165258025, 1.3874856226423566, 0.38387869216832476, 1.1428156869746333, -0.18906313210687725","-0.009903884463897407, -0.010227371755529987, 0.008468898322000316, -0.014142777470955815, 0.013915770157089436, 0.017295942010346434, -0.0050080435057266465, 0.029682808487459172, -0.00895978672612931, -0.019074478245838175, -0.007063680359984026, -0.030639131653669504, 0.0072140598032773085, 0.024580429305236136",0.0553365056,0.2270373304,1532096685.29,22.8199999332,0
1532096686100690000,"0.9762907826731057, -0.21646317854899652, -0.0, -0.0, 0.0, 0.0, -0.00010650858611465901, -2.3615082209434562e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.38492208758592605, 0.0, 0.11495358758592605","0.9946239867819555, -0.10347342895591359, 0.001818578214550967, -0.003042972141367337, -3.935771783993708e-05, -0.00036335295804545975, 0.0011991067457972023, 0.00020766396702286138","0.99972426067526, 0.017255282053047515, 0.015809404966632364, -0.0013311658736558625, -0.006296584314273642, 0.37525077222842934, -0.0023782130440176837, 0.10713291767187358","-1.050393344504537, -0.7347767973971132, 0.3877136441380383, 1.2494273517326695, -0.4011359760320357, 1.1516360765049745, 0.2174417766827574","0.8904758473674826, -0.7984370000943578, -0.24313595487983808, 1.3782817379150443, 0.38502917775923884, 1.1478011245352608, -0.1902136176977913","-0.03365605678518594, 0.02092073358985728, 0.023601781558286825, -0.032025230360798615, 0.0339056076547111, 0.020101471165686995, -0.026604088966108396, 0.01308045897323668, 0.006610079098144827, -0.009345971942834319, -0.02905598493268533, -0.013245086087540353, 0.02082825193488017, -0.0009384521437829536",0.052307501,0.2292197956,1532096686.1,23.629999876,0
1532096686909800000,"0.9745035375378528, -0.22437213580614418, -0.0, -0.0, 0.0, 0.0, -0.00011026444038081062, -2.5387560987433294e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.3860535810709, 0.0, 0.11608508107089996","0.9939698411945079, -0.10958480106140855, 0.0021449985367881555, -0.0025911540929297906, 2.5797973113833583e-05, 0.00024473794004731264, 0.0006787680964165125, 0.00010759890395335703","0.9996791762579773, 0.018465869734887373, 0.017275437317666353, -0.00040599313258886393, -0.0068400409434507155, 0.37493727323756026, -0.002409424497925967, 0.10855476365670359","-1.0488593637166517, -0.7347767973971132, 0.387330148941067, 1.2471263805508415, -0.40382044241083515, 1.1573885044595447, 0.21629129109184334","0.8866408953977691, -0.7980535048973865, -0.23930100291012454, 1.3782817379150443, 0.3903981105168378, 1.1516360765049745, -0.19481556006144754","-0.010409423260735426, -0.008287691095895899, 0.009073066346642216, -0.0171374263163984, 0.014860595102053335, 0.018677691415977492, -0.0042307155402707235, 0.030691746603101158, -0.006336812352376205, -0.019902904255705584, -0.01227925256286811, -0.031147914430981655, 0.009301796876076192, 0.024749302528544143",0.0569782973,0.2331203191,1532096686.91,24.4400000572,0
1532096687711130000,"0.9726560215445583, -0.23225043326786646, -0.0, -0.0, 0.0, 0.0, -0.00011399078483853644, -2.721867605903822e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.3872255347967148, 0.0, 0.11725703479671477","0.993218309907842, -0.11620904823273419, 0.0014289183567432894, -0.002645054079676379, -3.675350856927051e-05, -0.0003045129244044764, 0.0014876885896563706, 0.0003813475867930488","0.9997403717644986, 0.017342322797596142, 0.014671320781915121, -0.001112136391801321, -0.0063733952084627414, 0.3764597114725437, -0.0024232467089048866, 0.10915307927341573","-1.0419564501711673, -0.7355437877910559, 0.38234471138043935, 1.2425244381871852, -0.40957287036540546, 1.1570050092625732, 0.222427214243385","0.8816554578371415, -0.7965195241095011, -0.23700003172829642, 1.3698448435816746, 0.39346607209260864, 1.1547040380807452, -0.19634954084933295","-0.032902324897540025, 0.022290599629240203, 0.02381861019921889, -0.03580273169591068, 0.033810459870002536, 0.022792773454587828, -0.025049027311431483, 0.014626977863710412, 0.007701716622493294, -0.00999191873309606, -0.03159943752189766, -0.01429493567348511, 0.022582819682181718, -0.0008159289366448559",0.0520942168,0.2359680337,1532096687.71,25.2400000095,0
1532096688519650000,"0.9707637175866284, -0.24003709008690488, -0.0, -0.0, 0.0, 0.0, -0.00011765853224117267, -2.909298235133833e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.3884375550866127, 0.0, 0.11846905508661269","0.9923918844375746, -0.12306856426770825, -0.0009735767736028711, -0.0027789263524065798, 0.00011925603676112007, 0.0009212562433819071, 0.0007063888048705769, 0.0015413564735128615","0.9997526738602528, 0.018082968548706682, 0.012800127831781551, -0.001343601103986597, -0.0066560103171357885, 0.3778127738863376, -0.002297076370781833, 0.11030768288613449","-1.0392719837923678, -0.7347767973971132, 0.38119422578952533, 1.2294856014901592, -0.41379131753209036, 1.1631409324141149, 0.222427214243385","0.8782040010643993, -0.795369038518587, -0.23431556534949696, 1.3663933868089322, 0.400368985638093, 1.1573885044595447, -0.2001844928190465","-0.032180233028619054, 0.02090829803204192, 0.023577115533220328, -0.036610722671268504, 0.03317724967851195, 0.024086735405653904, -0.024552947413169355, 0.015220291332849668, 0.005625384451149143, -0.009836104086018147, -0.028107104176576945, -0.014858289449737367, 0.021787940015966765, 0.00014606101755703163",0.0509871222,0.2381822516,1532096688.52,26.0499999523,0
1532096689331440000,"0.9687913841185447, -0.24787749808660386, -0.0, -0.0, 0.0, 0.0, -0.00012133567763647532, -3.104526391771868e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.38968999890089034, 0.0, 0.11972149890089034","0.9914546566646021, -0.13039092082723858, 0.0020527499606680147, -0.0028019452524099386, -1.5501183850477607e-05, -0.00011286321726755588, 0.00041708553934664393, 7.27316991507021e-05","0.9996953519577765, 0.019696658404545254, 0.014793322841039689, -0.0006739301900276469, -0.0073270132920791545, 0.37751747169430266, -0.002423388451949105, 0.11158660534983636","-1.0369710126105396, -0.7332428166092277, 0.37850975941072584, 1.2302525918841019, -0.4157087935169471, 1.1677428747777712, 0.22204371904641365","0.8716845827158863, -0.7915340865488735, -0.22933012778886935, 1.3594904732634479, 0.40727189918357737, 1.1635244276110863, -0.20555342557664544","-0.034633473117871, 0.025443560509523927, 0.024370323531871983, -0.04015116506070527, 0.03477966146623871, 0.025041705402038664, -0.025426035951489206, 0.01433154153427495, 0.009220970517814902, -0.009763250779542263, -0.035560228196610144, -0.013805972633585364, 0.02437351696450018, -0.0025860521611986466",0.0567806521,0.2395834386,1532096689.33,26.8599998951,0
1532096690140340000,"0.966747351436713, -0.25573337382926864, -0.0, -0.0, 0.0, 0.0, -0.00012500344224000806, -3.306712139092123e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.3909830300331116, 0.0, 0.12101453003311156","0.9906207650778223, -0.13661624570285405, -0.00025088071498533817, -0.0016236165604408847, 8.928260120825982e-05, 0.0006295481754308163, 0.0013961682318791432, 0.0012862758777748978","0.9996775344540614, 0.020894120870837366, 0.014363659896879695, -5.23180961835238e-05, -0.00786958089571464, 0.37858204959807684, -0.002592242717618501, 0.11204123390172732","-1.0331360606408262, -0.7317088358213424, 0.3777427690167831, 1.2221991927477034, -0.4191602502896893, 1.1711943315505133, 0.22166022384944228","0.8640146787764593, -0.7838641826094465, -0.22434469022824177, 1.3514370741270496, 0.41302432713814763, 1.1673593795808, -0.2109223583342444","-0.00967433591829323, -0.006512684698499067, 0.009071702186999594, -0.022856507662067233, 0.01422287357607099, 0.02354600658624892, -0.001028989771966568, 0.03299888667951232, -0.0016079987910224281, -0.02190968241265627, -0.019390214759101358, -0.0331003853954288, 0.014727505629964912, 0.024107270319713728",0.0584010697,0.2432121723,1532096690.14,27.6700000763,0
1532096690951620000,"0.9646468634218837, -0.2635458762536831, -0.0, -0.0, 0.0, 0.0, -0.00012863382428721036, -3.5143341281781324e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.39231651101112364, 0.0, 0.12234801101112365","0.9895122829852311, -0.1444195021643615, 0.0009747857318649833, -0.0019227662946329712, -2.9779127014253892e-05, -0.00020532494176439542, 0.001782930497550894, 0.001000687982497278","0.9996782823334596, 0.020350471878187035, 0.015074281538876848, -0.00011036039482684081, -0.00766034398915348, 0.378803434138625, -0.0025509493817954384, 0.1132234393172269","-1.026616642292313, -0.7309418454273996, 0.3727573314561555, 1.2210487071567893, -0.42452918304728826, 1.1746457883232555, 0.2266456614100699","0.8586457460188603, -0.7807962210336756, -0.22012624306155687, 1.3441506653845938, 0.41647578391088985, 1.172728312338399, -0.21283983431910117","-0.009734074846091756, -0.0056667711060984826, 0.009292059625693076, -0.024576656406738926, 0.014499125313460367, 0.024347418366916583, -0.0004370655167838522, 0.03294541907078666, -2.9748803688646464e-05, -0.02182291084983796, -0.023249969642171762, -0.03292659194432019, 0.016367827484065667, 0.022649529469242827",0.0595285498,0.2436470538,1532096690.95,28.4800000191,0
1532096691760600000,"0.9624770725773858, -0.27136301288654935, -0.0, -0.0, 0.0, 0.0, -0.00013224863296656757, -3.728648558436156e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.3936905555129051, 0.0, 0.12372205551290512","0.9886750039426025, -0.15003156852447333, -0.001799347603161657, -0.002285909637204069, 9.175669125839614e-05, 0.0005560000715217339, 0.0017881469396512162, 0.0017859351416009833","0.9997228196442628, 0.018985172658065628, 0.013838954886912206, -0.0006206568542037644, -0.007106634746334771, 0.37971419230759057, -0.0024017701490403427, 0.11445388167139578","-1.0204807191407714, -0.7309418454273996, 0.3685388842894706, 1.212995308020391, -0.4298981158048872, 1.1777137498990264, 0.23086410857675477","0.8578787556249177, -0.7819467066245896, -0.22012624306155687, 1.3406992086118517, 0.4183932598957466, 1.1780972450959977, -0.2124563391221298","-0.03266755719945372, 0.026611847810175813, 0.024468670724480668, -0.046766589067633466, 0.03410837673267718, 0.029425960293512694, -0.021908443538598624, 0.016233201174152556, 0.011532197823207876, -0.010691036511654033, -0.04016577713975329, -0.015219773820527785, 0.027904275442364082, -0.0035578821162593095",0.0569756582,0.2485733454,1532096691.76,29.2899999619,0
1532096692559960000,"0.9602501193296231, -0.2791410187117699, -0.0, -0.0, 0.0, 0.0, -0.00013582711705803998, -3.948442084103415e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.395105052781105, 0.0, 0.12513655278110503","0.9874184514675793, -0.15809859984203897, 0.0016623743440436108, -0.0017517792056809065, -3.936416882489857e-06, -1.5531874689944658e-05, 0.0011954374078169388, 0.0003173581772161066","0.9997203956736496, 0.01995504715420502, 0.012606597134264421, 0.0002348332089424438, -0.007601089495001627, 0.3808815533467794, -0.002286233769675376, 0.11615251736709924","-1.016645767171058, -0.7301748550334569, 0.36662140830461387, 1.2068593848688494, -0.4341165629715721, 1.1842331682475393, 0.23048061337978343","0.854043803655204, -0.782330201821561, -0.2166747862888147, 1.3318788190815105, 0.4260631638351737, 1.1834661778535966, -0.215907795894872","-0.0324631769921518, 0.02802695260045337, 0.02442569212665621, -0.047810020757551926, 0.033962046222207, 0.030424779866280578, -0.021306900357920273, 0.016434101915637926, 0.011101160050210357, -0.010515236508837239, -0.04062291954637092, -0.01517580751948388, 0.0278340657032652, -0.003414741094963831",0.0573161724,0.2483604457,1532096692.56,30.0899999142,0
1532096693369740000,"0.957988285389297, -0.2868073308980697, -0.0, -0.0, 0.0, 0.0, -0.00013933579722199695, -4.171504882604705e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.3965595152139664, 0.0, 0.12659101521396635","0.9863802608274248, -0.1644644757381052, -0.0003996199725654726, -0.0012077550365825356, 3.471523883570582e-05, 0.0001990212458284346, 0.002012107004188186, 0.0005849061393632671","0.9996841497475195, 0.022117922179588093, 0.011839664747104782, -0.000525908042365725, -0.008367429788318519, 0.38201369073970964, -0.0019352881096462342, 0.11722389170416266","-1.013577805595287, -0.7290243694425429, 0.3654709227136998, 1.1965050145506226, -0.4348835533655148, 1.1896021010051383, 0.23048061337978343","0.8456069093218344, -0.7777282594579048, -0.21130585353121575, 1.3242089151420835, 0.432966077380658, 1.189218605808167, -0.21974274786458553","-0.009884862571584113, -0.001395771029868569, 0.009549355863165358, -0.030927137075281757, 0.014259639729865365, 0.027807376922143176, 0.0014213242469605543, 0.03432449626090122, 0.004541786504438374, -0.02330734009829605, -0.029315733154716105, -0.03453553464356991, 0.020591965574104164, 0.020978296586578807",0.060272611,0.251437252,1532096693.37,30.8999998569,0
1532096694183360000,"0.9556344050878509, -0.2945554002431279, -0.0, -0.0, 0.0, 0.0, -0.00014286268238951707, -4.403459562256193e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.39805446643829345, 0.0, 0.12808596643829342","0.9849330058906802, -0.17291174713505308, 0.0012899588804329675, -0.0017437399251393935, -8.697184303949057e-05, -0.000494129811937416, 0.0012330115766233532, 0.0007856358130413077","0.9997159502817422, 0.02033878979140365, 0.012337060096564718, 0.00045666689700797744, -0.0078107170182643935, 0.3825608633256491, -0.0021442943661653317, 0.11852773544888627","-1.0066748920498028, -0.7274903886546574, 0.3601019899561009, 1.1938205481718231, -0.44332044769888457, 1.1942040433687946, 0.23431556534949696","0.8436894333369775, -0.7731263170942485, -0.20785439675847356, 1.3127040592329429, 0.43526704856248616, 1.19573802415668, -0.21935925266761416","-0.03190825026438596, 0.029239826851829676, 0.02432207372090449, -0.05146562413985448, 0.03360169879694731, 0.03283378067390856, -0.01957146427705873, 0.016880057625392967, 0.013070343693997101, -0.010644691584506889, -0.04513492896602384, -0.015322691784186238, 0.030147343168937878, -0.00510959763137701",0.0592368133,0.2504989896,1532096694.18,31.7100000381,0
1532096694990260000,"0.9532082935849834, -0.30231432159393995, -0.0, -0.0, 0.0, 0.0, -0.00014637449915216804, -4.642333444604592e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.39959006469249725, 0.0, 0.12962156469249722","0.9838388884823884, -0.17901748723333757, -0.0017173367206157679, -0.002652788420264745, 7.78312005380033e-05, 0.000400006811576592, 0.0012655736595864244, 0.0010523762099704653","0.9997037571947439, 0.02179842352778357, 0.01072800373073588, -0.00044127054209939067, -0.008294748352362232, 0.3837940832549937, -0.0019607395500638287, 0.11960929898048175","-1.0039904256710033, -0.7251894174728294, 0.3581845139712441, 1.1800147210808545, -0.4452379236837413, 1.1991894809294221, 0.2346990605464683","0.83870399577635, -0.7712088411093918, -0.2059369207736168, 1.307335126475344, 0.4425534573049419, 1.2014904521112504, -0.2239611950312704","-0.03172766441466904, 0.02813907156265808, 0.024442356095755548, -0.05262757963199081, 0.03365971363603132, 0.0339428953236928, -0.019348384383537472, 0.016594279771923893, 0.010664228042636711, -0.01019450648715986, -0.04332077422906186, -0.015441470149210336, 0.030995436472117745, -0.005994025051093317",0.0605769717,0.2543959335,1532096694.99,32.5199999809,0
1532096695802430000,"0.9507359790928005, -0.31000177105696347, -0.0, -0.0, 0.0, 0.0, -0.0001498335636785933, -4.885548788051748e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.4011660391688347, 0.0, 0.13119753916883464","0.9827214597215339, -0.18504151572254407, -0.002005249040821399, -0.0032182704968814414, 0.00014243235172416158, 0.0007097065217294696, 0.001885769656773239, 0.0015115945997219299","0.9996641324974543, 0.022679482020112482, 0.012451028582058953, 0.0005435362453661576, -0.00874405115205908, 0.38384537283892084, -0.0023972331346497414, 0.12059562994741099","-1.000538968898261, -0.7225049510940299, 0.35626703798638737, 1.1742622931262843, -0.4479223900625408, 1.2053254040809638, 0.2339320701525256","0.8318010822308656, -0.763922432366936, -0.2009514832129892, 1.2988982321419742, 0.44600491407768406, 1.2083933656567347, -0.228946632591898","-0.009919572424518113, 0.0005897074609821315, 0.009579363938523069, -0.03797192260857012, 0.014711962093259366, 0.031614402932908535, 0.004962833427999663, 0.03568688695487993, 0.008758089375748696, -0.024020803777998225, -0.03829116930450431, -0.03526285459101449, 0.02550698385493512, 0.01853295947128232",0.0650403462,0.2583536184,1532096695.8,33.3299999237,0
1532096696600850000,"0.9481869986240682, -0.3177127879709617, -0.0, -0.0, 0.0, 0.0, -0.00015328216279343214, -5.136086379373392e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.4027826207399368, 0.0, 0.1328141207399368","0.9810199076860715, -0.19388060810020455, 0.0007926889531190966, -0.002415643899356801, 5.2823682441457964e-05, 0.0002599482691945654, 0.001898590735931984, 0.0012117462636191817","0.9997205321445323, 0.021322733880073216, 0.009965826929943262, 0.0017161464880547667, -0.008413796146294233, 0.38581887003682463, -0.002424792935704807, 0.12172430338221252","-0.99171857936792, -0.7202039799122018, 0.35128160042575973, 1.1654419035959431, -0.4563592843959106, 1.2103108416415915, 0.23661653653132508","0.8287331206550947, -0.7612379659881365, -0.19711653124327566, 1.2850924050510053, 0.45022336124436896, 1.2126118128234196, -0.22933012778886935","-0.02908005224396829, 0.03158327947904025, 0.02442216619570333, -0.05959456546508826, 0.032574145452231626, 0.038566583110988845, -0.014251294711565847, 0.01888742518041416, 0.013472629815442344, -0.010660298215387502, -0.04790860158189558, -0.016203360976059088, 0.03304567504007116, -0.006003161199861759",0.0612884694,0.256523763,1532096696.6,34.129999876,0
1532096697411640000,"0.945619694665235, -0.3252743350792187, -0.0, -0.0, 0.0, 0.0, -0.00015664276532127182, -5.388199042627236e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.4044391298651695, 0.0, 0.13447062986516947","0.9798145131580549, -0.19986558695396825, -0.002607483358155473, -0.0025853432939032237, 0.00016494167093850098, 0.0007657263175990248, 0.0018174375989868322, 0.0014818012030496652","0.9996957249408963, 0.022464126718822846, 0.010074892605089732, 0.0006174765758497248, -0.008746130867706939, 0.3867015273901262, -0.0019301994541686745, 0.1230881943459584","-0.9886506177921491, -0.7167525231394596, 0.3497476196378743, 1.1524030668989171, -0.45904375077471005, 1.2168302599901044, 0.2373835269252678","0.8245146734884099, -0.757403014018423, -0.1944320648644762, 1.2774225011115783, 0.4555922940019679, 1.2214322023537607, -0.22933012778886935","-0.030378976795378758, 0.03141630684575819, 0.024661073383362406, -0.060957055309108804, 0.033279928518967064, 0.038907633026207505, -0.015373650788754923, 0.01781769469472445, 0.013072221145806875, -0.010461571448033261, -0.049383765590118416, -0.015905149586159184, 0.03474775781993521, -0.00824401657401946",0.0639408321,0.2603438961,1532096697.41,34.9400000572,0
1532096698221030000,"0.9429517692579474, -0.3329293631587737, -0.0, -0.0, 0.0, 0.0, -0.000160022907142613, -5.6499522353864755e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.40613617219924925, 0.0, 0.13616767219924922","0.9781338509675723, -0.2079430752696526, -0.00023009320646988362, -0.0031641354706398333, 4.7881358499576865e-05, 0.00021114291304197286, 0.0016477856865765566, 0.0008057577341216149","0.999682243348931, 0.0229858428033819, 0.010081027141712417, 0.0018715206979261231, -0.009116501734566376, 0.3874922397290669, -0.0026632025741897174, 0.12482737340558644","-0.9855826562163783, -0.7156020375485456, 0.3470631532590749, 1.1466506389443467, -0.4636456931383663, 1.2237331735355887, 0.23584954613738238","0.8179952551398969, -0.7528010716547668, -0.18983012250081996, 1.2636166740206096, 0.46057773156259546, 1.230636087081073, -0.23354857495555426","-0.009737412228264679, 0.004137841803161967, 0.009512316270658433, -0.04324744731307248, 0.01462421037839098, 0.03474570483746152, 0.008150340274898658, 0.03631674838852465, 0.013763505951293893, -0.024604731579390714, -0.0471556500164362, -0.03526251374258654, 0.030314742541570714, 0.015898651564975316",0.0658349223,0.2600081804,1532096698.22,35.75,0
1532096699033950000,"0.9402267676123006, -0.34054900596731275, -0.0, -0.0, 0.0, 0.0, -0.00016336475057398398, -5.917051644822837e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.4078736759185791, 0.0, 0.13790517591857906","0.9763182990243996, -0.21630533287486076, -0.0029330637080102317, -0.0014836898765416516, 0.0002452092393694649, 0.0010659698571268694, 0.0019029232521888956, 0.0021877264427673515","0.9996852096365033, 0.022736311111883206, 0.010286390178548916, 0.0021910082772786544, -0.009088308274530126, 0.3885028257743749, -0.002272864638144447, 0.12583513415353564","-0.9771457618830085, -0.7125340759727747, 0.3416942205014759, 1.1362962686261202, -0.46901462589596526, 1.2287186110962165, 0.23661653653132508","0.8141603031701834, -0.7462816533062537, -0.18522818013716372, 1.2559467700811826, 0.4651796739262517, 1.236005019838672, -0.2331650797585829","-0.010002950297012083, 0.004263052184454337, 0.009433421663377222, -0.04596360017418523, 0.01438810257143057, 0.036364149193698785, 0.008612798427354521, 0.035663411223533725, 0.015131939042917307, -0.024625364560771683, -0.04964409701556458, -0.03477255302107822, 0.03216715728662886, 0.014467224275148951",0.0668854929,0.2591350206,1532096699.03,36.5599999428,0
1532096699840460000,"0.9374263306072128, -0.3481836795203024, -0.0, -0.0, 0.0, 0.0, -0.0001666897959836893, -6.191277608609014e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.40965184013843536, 0.0, 0.13968334013843534","0.9746330794626815, -0.22377285075225922, -0.002137333292560738, -0.002779395766238426, 0.00022766075090151217, 0.0009526190511262578, 0.0015310361034384865, 0.0019583693703378036","0.9997064506756325, 0.021604080642856772, 0.010646713859652674, 0.002234222902928044, -0.008669521445218622, 0.38906106375784844, -0.002272364711331716, 0.1279474546278371","-0.9713933339284383, -0.7098496095939753, 0.3378592685317624, 1.1267088887018364, -0.47553404424447826, 1.2379224958235289, 0.23930100291012454","0.8126263223822979, -0.7458981581092824, -0.18407769454624964, 1.2471263805508415, 0.46824763550202253, 1.2452089045659847, -0.23278158456161155","-0.029622240669255492, 0.03791054679987293, 0.02434261141743199, -0.07161705217321315, 0.032972427530274274, 0.04339145675977965, -0.010385697359108662, 0.0192014504994123, 0.020598188640566742, -0.011229384784939744, -0.06144914873226112, -0.016070041599195894, 0.03905541490076234, -0.011342299632144035",0.0670318575,0.2600790752,1532096699.84,37.3699998856,0
