1532095519411150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0.36965,0,0.0996815,1,0,0,0,1.5125606305463E-017,0,6.24395404255612E-025,0,0.9999989875,0,0,0,-1.02042243696662E-015,0.3696488938,-1.38777600174947E-017,0.0996812017,-1.115587528,-0.8383205006,0.4329660774,1.4066603825,-0.3497476196,1.0557622773,0.2017184736,1.0331360606,-0.9246069199,-0.3355582973,1.5067526289,0.2485048876,1.0914273306,-0.0697961258,-0.0006754617,0.000334061,0.0004951834,-0.0001060182,0.0006989887,-0.0001894414,-0.000847507,-0.0006663833,-0.0002365942,0.000557579,7.49761136854594E-005,0.0006776516,0.0001655243,-0.0007814899,0.0028460511,1.24879080851E-024,1532095519.41,519.4100000858
1532095521247160000,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3696500007,0,0.0996815007,1,0,0,0,1.41264148564532E-006,0.0004396861,-0.001637513,0.0009398609,0.9999500362,-0.0046213883,0.0084064318,0.0024244165,0.001475064,0.3655629591,-0.002368379,0.0966532545,-1.1205729656,-0.8241311783,0.4291311254,1.4124128104,-0.3489806292,1.0511603349,0.2021019688,1.0373545078,-0.911184588,-0.3367087829,1.516723504,0.2431359549,1.0849079122,-0.0705631162,-0.0057897652,0.0145016109,0.0049070995,-0.0170492247,0.005645974,0.0062024397,-0.0013449866,0.0034282685,0.0127132254,0.0001142811,-0.0178474183,0.0024260273,0.0083880703,-0.0027276513,0.0234850651,0.0038771697,1532095521.25,521.25
1532095522106690000,1,0,0,0,0,0,0,0,1,0,0,0,0,0.36969179,0,0.09972329,1,0,0,0,2.62585659959852E-005,-0.0012232228,-0.0018084572,0.00085073,0.9998208847,-0.0073677184,0.0171724645,0.0026466835,0.0024704631,0.3615682802,-0.0031049812,0.0934123275,-1.1259418983,-0.8084078752,0.4298981158,1.4208497048,-0.3482136388,1.0526943157,0.2021019688,1.0385049934,-0.8935438089,-0.3367087829,1.520558456,0.2423689645,1.0814564555,-0.070179621,-0.0123496345,0.0235322911,0.0090517395,-0.0279582857,0.0108668461,0.0095023257,-0.0053503705,0.0027202258,0.0217212954,0.0015322639,-0.0352822391,0.0062097235,0.0177792664,-0.009365087,0.0436764365,0.0046863773,1532095522.11,522.1099998951
1532095522954900000,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3697765563,0,0.0998080563,1,0,0,0,1.13813066957126E-005,0.0003501976,-0.0019974735,0.0031241032,0.9997323713,-0.0073422533,0.0218065615,0.0019329261,0.002541497,0.3610727775,-0.0032397843,0.0935987816,-1.1267088887,-0.8045729232,0.4295146206,1.4150972768,-0.3482136388,1.0526943157,0.2001844928,1.037738003,-0.8847234194,-0.3370922781,1.5209419512,0.2450534309,1.0822234459,-0.0713301066,-0.0173516419,0.0268129743,0.010063307,-0.0303424448,0.0134929815,0.0092523848,-0.0084012107,-0.0002985675,0.0262917913,0.001035326,-0.0390257403,0.0074587158,0.0171451169,-0.0122473317,0.0520394837,0.0074491771,1532095522.95,522.9500000477
1532095523805320000,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3699037212,0,0.0999352212,1,0,0,0,1.1437996766811E-006,0.0016478938,-0.002650278,0.0044143551,0.9996882031,-0.0065686194,0.023891021,0.002749081,0.0021958807,0.3614060301,-0.0033022804,0.0937176548,-1.1267088887,-0.7992039905,0.430281611,1.4039759161,-0.3478301437,1.0569127629,0.1990340072,1.0365875174,-0.8778205059,-0.334791307,1.516723504,0.2469709068,1.0837574266,-0.0724805922,-0.0192946034,0.0287440863,0.0103531298,-0.0318608163,0.014326382,0.0095803017,-0.0092227251,-0.0008637476,0.0285045359,0.0004701072,-0.0396178335,0.0076001612,0.0161222573,-0.0123643015,0.0555482825,0.0108122262,1532095523.81,523.8099999428
1532095524658970000,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3700734178,0,0.1001049178,1,0,0,0,1.17047625074244E-005,-0.0001359019,-0.0016621458,0.003288058,0.999714831,-0.0045896614,0.023371147,-0.000986693,0.0018214869,0.3625909735,-0.0027818198,0.0930212399,-1.1270923839,-0.7930680673,0.4295146206,1.3986069834,-0.348597134,1.059213734,0.1971165312,1.0285341183,-0.8724515731,-0.332873831,1.5090536001,0.2515728492,1.0852914074,-0.0724805922,-0.0184390173,0.0223192083,0.0094579496,-0.0251600385,0.0134052662,0.0072677878,-0.0109838333,-0.004014061,0.0223719362,0.0024165925,-0.0356413402,0.0087834601,0.0162791405,-0.0146804708,0.0519841501,0.0073736078,1532095524.66,524.6600000858
1532095525511200000,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3702857974,0,0.1003172974,1,0,0,0,-2.66724010535317E-006,0.001320006,-0.0025147452,0.0029014172,0.9997116419,-0.0037022221,0.0235838047,0.0021736734,0.001227969,0.3630086189,-0.0036458428,0.0930712264,-1.1274758791,-0.7880826298,0.4295146206,1.388252613,-0.3459126677,1.0618982004,0.1940485697,1.0281506231,-0.8701506019,-0.3313398502,1.5044516577,0.2523398396,1.0879758738,-0.0774660298,-0.017334848,0.0279211183,0.010255289,-0.0307570181,0.0133366717,0.0095745478,-0.0082427831,-0.0001500857,0.0256920613,0.0012262357,-0.0366489046,0.0075198571,0.0164838771,-0.0114966808,0.0526588917,0.0081202416,1532095525.51,525.5099999905
1532095526369440000,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3705407876,0,0.1005722876,1,0,0,0,4.23747083347446E-006,0.0004361974,-0.0021154809,0.001877295,0.9997432503,-0.0024455502,0.0224226599,0.0016351558,0.0008095938,0.3638161547,-0.0031753357,0.0926787525,-1.1267088887,-0.7850146682,0.4298981158,1.3844176611,-0.3443786869,1.0665001428,0.1905971129,1.0254661567,-0.8678496307,-0.3298058694,1.4983157346,0.2546408108,1.0895098546,-0.077849525,-0.0156015933,0.0250358647,0.0098982694,-0.0285407754,0.0123097236,0.0093378522,-0.0080743569,-0.0003968664,0.0218101846,0.0023226242,-0.0336261048,0.0076889092,0.0166833928,-0.0116004318,0.0493507613,0.0057235527,1532095526.37,526.3699998856
1532095527228790000,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3708386908,0,0.1008701908,1,0,0,0,8.23674080926897E-006,0.0005066396,-0.002332112,0.0029034251,0.9997130284,-0.0013326947,0.0238495541,0.0011338614,0.0004567328,0.3644616423,-0.0031653726,0.0922573802,-1.1278593743,-0.7796457354,0.430281611,1.3748302811,-0.3424612109,1.0684176188,0.1898301225,1.0208642143,-0.858645746,-0.3259709174,1.4910293258,0.256941782,1.090276845,-0.0782330202,-0.0163461411,0.0246917625,0.0101524855,-0.0286933996,0.0125461647,0.0098980721,-0.0089915838,-0.0011666075,0.021803009,0.0027798913,-0.0331882319,0.0082013005,0.0164029848,-0.0123555317,0.0515039207,0.00751673,1532095527.23,527.2300000191
1532095528072910000,1,0,0,0,0,0,0,0,1,0,0,0,0,0.371179561,0,0.101211061,1,0,0,0,6.11916405939862E-006,0.0003411934,-0.002080142,0.0019917569,0.9996858184,0.0004438048,0.0249782612,0.001468846,-0.0002150032,0.3644430332,-0.0032872855,0.0921163884,-1.1274758791,-0.7746602979,0.4298981158,1.3709953292,-0.3420777157,1.0722525707,0.1871456561,1.0174127576,-0.854810794,-0.3248204318,1.4868108787,0.2603932387,1.0933448066,-0.0824514673,0.0046776979,-0.0196599288,-0.0041268348,0.0014203133,-0.0027331935,0.0030341235,0.0037158973,-4.3466899973376E-006,-0.017340355,0.0048393744,0.0018569298,0.0027902129,0.0004335477,0.0034389824,0.0539170231,0.0058001722,1532095528.07,528.0699999332
1532095528922010000,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3715626421,0,0.1015941421,1,0,0,0,2.1025789754269E-005,-0.001098534,-0.0017676994,0.0012921148,0.9997472077,0.0003778709,0.0224147472,0.0009812437,-0.0001501607,0.3653430873,-0.0034774281,0.0917365793,-1.1282428695,-0.7754272883,0.430281611,1.3713788244,-0.3424612109,1.0722525707,0.1875291513,1.0151117864,-0.854810794,-0.3244369366,1.4810584507,0.2600097435,1.0937283018,-0.0820679722,-0.0124418479,0.0232004785,0.010121519,-0.0289866002,0.0108270796,0.0112713093,-0.0066188749,0.0013191941,0.0187355408,0.0037410645,-0.031619492,0.0076669185,0.017944906,-0.0110925086,0.0487010976,0.0048994281,1532095528.92,528.9200000763
1532095529774790000,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3719881809,0,0.1020196809,1,0,0,0,1.09887731627187E-006,0.0006288273,-0.0015876423,0.0018606919,0.9997137948,0.0015288277,0.02381452,0.0009296805,-0.0005756511,0.365667264,-0.0029257594,0.0926336017,-1.1270923839,-0.7738933075,0.4314320966,1.36294193,-0.3401602397,1.0764710179,0.1844611897,1.0151117864,-0.854810794,-0.3240534414,1.4818254411,0.2619272195,1.0960292729,-0.0828349625,-0.0155237144,0.0237432822,0.0103225158,-0.0289774112,0.0122605416,0.0103280096,-0.0089304651,-0.0019764315,0.018489808,0.0039834548,-0.030943485,0.0087693377,0.0168262797,-0.0130960348,0.0512686734,0.0050510221,1532095529.77,529.7699999809
1532095530624810000,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3724563499,0,0.1024878499,1,0,0,0,4.95258138181673E-006,0.0006108533,-0.0009849275,0.0022610174,0.9996907401,0.0017063171,0.0247521973,0.0009211437,-0.000641595,0.3659162826,-0.0027562086,0.0925475067,-1.1267088887,-0.7719758315,0.432199087,1.3591069781,-0.3378592685,1.0783884939,0.1836941993,1.0135778056,-0.8502088517,-0.323286451,1.4772234987,0.2626942099,1.0979467489,-0.0832184577,-0.015768124,0.0236656989,0.0106546074,-0.0297965919,0.0125338152,0.0109590543,-0.0092004828,-0.0027249778,0.0182717497,0.0044545872,-0.0313328835,0.009264032,0.0172399608,-0.0141289628,0.0532127341,0.0050815052,1532095530.62,530.6199998856
1532095531484900000,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3729670209,0,0.1029985209,1,0,0,0,8.43682580977572E-006,0.0007552321,-0.0019894486,0.0028319152,0.9997152398,0.0033380666,0.0234418556,0.0026054203,-0.0013889648,0.3671949249,-0.0033328063,0.0924900051,-1.1278593743,-0.7696748603,0.4329660774,1.3499030933,-0.3374757733,1.0826069411,0.1798592474,1.010509844,-0.8444564237,-0.3202184895,1.4672526236,0.2653786763,1.0994807297,-0.0866699145,-0.0126918203,0.0250710746,0.0106251261,-0.0327362299,0.0108561136,0.0137818212,-0.0062172346,0.0014488174,0.0187633248,0.0038759409,-0.0291544166,0.0076195176,0.0163298755,-0.0105723808,0.0511295065,0.0070846382,1532095531.48,531.4800000191
